BOTTLE,20030224WHPSIOdm
#code : jjward hyd_to_exchange.pl 
#original files copied from HTML directory: 20030224
#original HYD file: p14chy.txt   Fri Feb 21 12:53:13 2003
#original SUM file: p14csu.txt   Mon Feb 24 14:35:52 2003
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC14,DELC14_FLAG_W,DELC13,DELC13_FLAG_W,NEON,NEON_FLAG_W,C14ERR,HELIER,DELHER,NEONER,THETA,TRITER
,,,,,,,,,,,,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,TU,,NMOL/KG,,PERCNT,,/MILLE,,/MILLE,,NMOL/KG,,/MILLE,NMOL/KG,PERCNT,NMOL/KG,DEG C,TU
     316N138_7,  P14C,     4,  1,     34,     34,2,19920901,1804,-35.0200, 175.1517, -999,    490.7,   9.3952,  34.7484,2,  34.7490,2,    190.4,2,    191.2,2,    12.13,2,    20.22,2,     0.00,2,     1.40,2,    1.108,2,    0.563,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  9.3397,-999.000
     316N138_7,  P14C,     4,  1,     35,     35,2,19920901,1804,-35.0200, 175.1517, -999,    541.8,   8.7523,  34.6728,2,  34.6733,2,    194.0,2,    194.9,2,    13.33,2,    21.33,2,     0.00,2,     1.49,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  8.6935,-999.000
     316N138_7,  P14C,     4,  1,     36,     36,2,19920901,1804,-35.0200, 175.1517, -999,    615.7,   7.8588,  34.5802,2,  34.5801,2,    198.5,2,    198.4,2,    15.57,2,    23.05,2,     0.01,2,     1.60,2,    0.720,2,    0.381,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.7959,-999.000
     316N138_7,  P14C,     5,  1,     17,     17,2,19920901,2024,-34.8250, 175.1867, -999,      1.6,  15.2767,  35.4545,2,  35.4548,2,    248.2,2,    241.1,2,     2.98,2,     3.59,2,     0.27,2,     0.42,2,    2.642,2,    1.413,2, -999.000,9,-999.0000,9,  -999.00,9,    104.5,2,     1.33,2,-999.000,9,     2.9,-999.0000,-999.000,-999.000, 15.2765,-999.000
     316N138_7,  P14C,     5,  1,     18,     18,2,19920901,2024,-34.8250, 175.1867, -999,     12.9,  15.2781,  35.4548,2,  35.4554,2,    243.9,2,    241.4,2,     2.94,2,     3.59,2,     0.27,2,     0.40,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.2762,-999.000
     316N138_7,  P14C,     5,  1,     19,     19,2,19920901,2024,-34.8250, 175.1867, -999,     53.7,  15.2414,  35.4492,2,  35.4512,2,    238.6,2,    239.6,2,     2.90,2,     3.77,2,     0.26,2,     0.41,2,    2.629,2,    1.378,2, -999.000,9,-999.0000,9,  -999.00,9,     97.6,2,     1.26,2,-999.000,9,     2.4,-999.0000,-999.000,-999.000, 15.2332,-999.000
     316N138_7,  P14C,     5,  1,     20,     20,2,19920901,2024,-34.8250, 175.1867, -999,    104.1,  15.1994,  35.4439,2,  35.4441,2,    236.0,2,    237.3,2,     3.07,2,     4.06,2,     0.22,2,     0.41,2,    2.607,2,    1.359,2, -999.000,9,-999.0000,9,  -999.00,9,     91.7,2,     1.26,2,-999.000,9,     3.3,-999.0000,-999.000,-999.000, 15.1835,-999.000
     316N138_7,  P14C,     5,  1,     21,     21,2,19920901,2024,-34.8250, 175.1867, -999,    154.4,  15.1579,  35.4437,2,  35.4376,2,    227.4,2,    235.9,2,     3.03,2,     4.22,2,     0.23,2,     0.44,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.1343,-999.000
     316N138_7,  P14C,     5,  1,     22,     22,2,19920901,2024,-34.8250, 175.1867, -999,    202.7,  14.8805,  35.4027,2,  35.4034,2,    232.3,2,    230.1,2,     3.20,2,     5.12,2,     0.06,2,     0.49,2,    2.563,2,    1.336,2, -999.000,9,-999.0000,9,  -999.00,9,     81.9,2,     1.15,2,-999.000,9,     2.9,-999.0000,-999.000,-999.000, 14.8498,-999.000
     316N138_7,  P14C,     5,  1,     23,     23,2,19920901,2024,-34.8250, 175.1867, -999,    249.6,  14.1629,  35.2893,2,  35.2892,2,    222.6,2,    218.1,2,     4.62,2,     8.09,2,     0.10,2,     0.68,2,    2.298,2,    1.185,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 14.1264,-999.000
     316N138_7,  P14C,     5,  1,     24,     24,2,19920901,2024,-34.8250, 175.1867, -999,    301.2,  13.3492,  35.1905,2,  35.1909,2,    210.5,2,    205.1,2,     5.21,2,    10.40,2,     0.03,2,     0.82,2,    2.149,2,    1.096,2, -999.000,9,-999.0000,9,  -999.00,9,     65.8,2,     1.11,2,-999.000,9,     3.1,-999.0000,-999.000,-999.000, 13.3068,-999.000
     316N138_7,  P14C,     5,  1,     25,     25,2,19920901,2024,-34.8250, 175.1867, -999,    352.5,  12.7656,  35.1220,2,  35.1221,2,    199.1,2,    200.5,2,     5.59,2,    11.92,2,     0.01,2,     0.87,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.7174,-999.000
     316N138_7,  P14C,     5,  1,     26,     26,2,19920901,2024,-34.8250, 175.1867, -999,    404.3,  11.9448,  35.0256,2,  35.0291,2,    196.4,2,    195.6,2,     7.21,2,    14.19,2,     0.01,2,     1.03,2,    1.749,2,    0.894,2, -999.000,9,-999.0000,9,  -999.00,9,     45.1,2,     1.03,2,-999.000,9,     2.7,-999.0000,-999.000,-999.000, 11.8918,-999.000
     316N138_7,  P14C,     5,  1,     27,     27,2,19920901,2024,-34.8250, 175.1867, -999,    505.9,  10.5074,  34.8713,2,  34.8711,2,    190.5,2,    190.5,2,     9.45,2,    17.76,2,     0.00,2,     1.25,2,    1.384,2,    0.707,2, -999.000,9,-999.0000,9,  -999.00,9,     15.0,2,     1.12,2,-999.000,9,     2.3,-999.0000,-999.000,-999.000, 10.4460,-999.000
     316N138_7,  P14C,     5,  1,     28,     28,2,19920901,2024,-34.8250, 175.1867, -999,    605.2,   9.3557,  34.7456,2,  34.7463,2,    189.5,2,    190.0,2,    12.73,2,    20.30,2,     0.00,2,     1.44,2,    1.092,2,    0.560,2, -999.000,9,-999.0000,9,  -999.00,9,     -2.6,2,     1.11,2,-999.000,9,     4.6,-999.0000,-999.000,-999.000,  9.2871,-999.000
     316N138_7,  P14C,     5,  1,     29,     29,2,19920901,2024,-34.8250, 175.1867, -999,    704.7,   8.2528,  34.6343,2,  34.6342,2,    191.5,2,    191.3,2,    16.21,2,    22.75,2,     0.00,2,     1.58,2,    0.761,2,    0.389,2, -999.000,9,-999.0000,9,  -999.00,9,    -35.0,2,     0.81,3,-999.000,9,     2.1,-999.0000,-999.000,-999.000,  8.1782,-999.000
     316N138_7,  P14C,     5,  1,     30,     30,2,19920901,2024,-34.8250, 175.1867, -999,    801.4,   7.3115,  34.5440,2,  34.5434,2,    192.6,2,    195.3,2,    19.48,2,    24.52,2,     0.00,2,     1.70,2,    0.527,2,    0.283,2, -999.000,9,-999.0000,9,  -999.00,9,    -50.1,2,     1.14,2,-999.000,9,     2.4,-999.0000,-999.000,-999.000,  7.2319,-999.000
     316N138_7,  P14C,     5,  1,     31,     31,2,19920901,2024,-34.8250, 175.1867, -999,    901.6,   6.4665,  34.4975,2,  34.4981,2,    192.0,2,    191.5,2,    26.29,2,    26.59,2,     0.00,2,     1.85,2,    0.332,2,    0.190,2, -999.000,9,-999.0000,9,  -999.00,9,   -164.6,4,    -2.12,4,-999.000,9,     2.5,-999.0000,-999.000,-999.000,  6.3821,-999.000
     316N138_7,  P14C,     5,  1,     32,     32,2,19920901,2024,-34.8250, 175.1867, -999,   1005.3,   5.9990,  34.4898,2,  34.4911,2,    186.9,2,    188.1,2,    32.48,2,    27.72,2,     0.00,2,     1.92,2,    0.263,2,    0.137,2, -999.000,9,-999.0000,9,  -999.00,9,    -92.6,2,     0.99,2,-999.000,9,     2.5,-999.0000,-999.000,-999.000,  5.9076,-999.000
     316N138_7,  P14C,     5,  1,     33,     33,2,19920901,2024,-34.8250, 175.1867, -999,   1107.8,   5.3380,  34.4839,2,  34.4852,2,    182.4,2,    183.1,2,    42.18,2,    29.27,2,     0.00,2,     2.04,2,    0.175,2,    0.093,2, -999.000,9,-999.0000,9,  -999.00,9,   -119.8,2,     0.83,2,-999.000,9,     4.3,-999.0000,-999.000,-999.000,  5.2420,-999.000
     316N138_7,  P14C,     5,  1,     34,     34,2,19920901,2024,-34.8250, 175.1867, -999,   1207.0,   4.5263,  34.5009,2,  34.5005,2,    177.3,2,    175.8,2,    55.82,2,    30.79,2,     0.00,2,     2.16,2,    0.105,2,    0.055,2, -999.000,9,-999.0000,9,  -999.00,9,   -139.3,2,     0.74,2,-999.000,9,     4.1,-999.0000,-999.000,-999.000,  4.4283,-999.000
     316N138_7,  P14C,     5,  1,     35,     35,2,19920901,2024,-34.8250, 175.1867, -999,   1309.7,   3.9311,  34.5370,2,  34.5381,2,    168.0,2,    168.3,2,    70.51,2,    31.97,2,     0.00,2,     2.24,2,    0.071,2,    0.037,2, -999.000,9,-999.0000,9,  -999.00,9,   -148.0,2,     0.57,2,-999.000,9,     2.4,-999.0000,-999.000,-999.000,  3.8296,-999.000
     316N138_7,  P14C,     5,  1,     36,     36,2,19920901,2024,-34.8250, 175.1867, -999,   1435.5,   3.3776,  34.5717,2,  34.5715,2,    162.4,2,    162.7,2,    83.99,2,    33.10,2,     0.00,2,     2.32,2,    0.041,2,    0.023,2, -999.000,9,-999.0000,9,  -999.00,9,   -167.6,2,     0.46,2,-999.000,9,     2.5,-999.0000,-999.000,-999.000,  3.2710,-999.000
     316N138_7,  P14C,     6,  1,     13,     13,2,19920901,2339,-34.4650, 175.2450, -999,      1.7,  15.2222,  35.4449,2,  35.4458,2,    247.8,2,    241.4,2,     2.83,2,     3.76,2,     0.27,2,     0.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.2220,-999.000
     316N138_7,  P14C,     6,  1,      9,      9,2,19920901,2339,-34.4650, 175.2450, -999,     13.0,  15.2081,  35.4448,2,  35.4449,2,    242.9,2,    241.2,2,     2.82,2,     3.76,2,     0.27,2,     0.42,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.2062,-999.000
     316N138_7,  P14C,     6,  1,     15,     15,2,19920901,2339,-34.4650, 175.2450, -999,     52.3,  15.1845,  35.4456,2,  35.4448,2,    241.0,2,    240.4,2,     2.82,2,     3.75,2,     0.29,2,     0.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.1766,-999.000
     316N138_7,  P14C,     6,  1,     16,     16,2,19920901,2339,-34.4650, 175.2450, -999,    103.0,  15.1613,  35.4454,2,  35.4449,2,    238.6,2,    240.2,2,     2.81,2,     3.73,2,     0.31,2,     0.41,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.1456,-999.000
     316N138_7,  P14C,     6,  1,     17,     17,2,19920901,2339,-34.4650, 175.2450, -999,    153.6,  15.1183,  35.4463,2,  35.4454,2,    235.2,2,    238.9,2,     2.60,2,     3.86,2,     0.34,2,     0.43,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.0948,-999.000
     316N138_7,  P14C,     6,  1,     18,     18,2,19920901,2339,-34.4650, 175.2450, -999,    200.8,  14.3320,  35.3129,2,  35.3150,2,    223.8,2,    217.1,2,     3.82,2,     7.39,2,     0.06,2,     0.63,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 14.3024,-999.000
     316N138_7,  P14C,     6,  1,     19,     19,2,19920901,2339,-34.4650, 175.2450, -999,    245.3,  13.3344,  35.1925,2,  35.1929,2,    205.8,2,    201.8,2,     4.84,2,    10.35,2,     0.01,2,     0.81,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 13.2999,-999.000
     316N138_7,  P14C,     6,  1,     20,     20,2,19920901,2339,-34.4650, 175.2450, -999,    284.7,  12.8378,  35.1337,2,  35.1333,2,    198.1,2,    198.0,2,     5.45,2,    11.76,2,     0.01,2,     0.90,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.7988,-999.000
     316N138_7,  P14C,     6,  1,     21,     21,3,19920901,2339,-34.4650, 175.2450, -999,    336.5,  12.0510,  35.0419,2,  35.1825,4,    197.6,2,    207.8,4,     5.23,4,    10.27,4,     0.09,4,     0.81,4, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.0067,-999.000
     316N138_7,  P14C,     6,  1,     22,     22,2,19920901,2339,-34.4650, 175.2450, -999,    395.8,  11.3144,  34.9546,2,  34.9603,2,    192.0,2,    191.7,2,     7.68,2,    15.87,2,     0.01,2,     1.15,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 11.2643,-999.000
     316N138_7,  P14C,     6,  1,     23,     23,2,19920901,2339,-34.4650, 175.2450, -999,    499.1,  10.0807,  34.8181,2,  34.8153,2,    189.3,2,    191.3,2,    10.75,2,    18.77,2,     0.00,2,     1.32,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 10.0218,-999.000
     316N138_7,  P14C,     6,  1,     24,     24,2,19920901,2339,-34.4650, 175.2450, -999,    600.6,   8.0824,  34.5910,2,  34.5907,2,    199.4,2,    199.6,2,    14.22,2,    22.58,2,     0.00,2,     1.57,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  8.0201,-999.000
     316N138_7,  P14C,     6,  1,     25,     25,2,19920901,2339,-34.4650, 175.2450, -999,    702.4,   7.3238,  34.5094,2,  34.5114,2,    200.5,2,    203.9,2,    15.64,2,    23.86,2,     0.00,2,     1.66,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  7.2544,-999.000
     316N138_7,  P14C,     6,  1,     26,     26,2,19920901,2339,-34.4650, 175.2450, -999,    802.8,   6.6323,  34.4546,2,  34.4538,2,    205.0,2,    204.1,2,    19.52,2,    25.62,2,     0.00,2,     1.78,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  6.5567,-999.000
     316N138_7,  P14C,     6,  1,     27,     27,9,19920901,2339,-34.4650, 175.2450, -999,    904.9,   5.9058,  34.4424,2,-999.0000,9,    195.5,2,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.8250,-999.000
     316N138_7,  P14C,     6,  1,     28,     28,2,19920901,2339,-34.4650, 175.2450, -999,   1008.0,   5.2720,  34.4207,2,  34.4184,2,    192.4,2,    190.8,2,    34.82,2,    29.44,2,     0.00,2,     2.03,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.1860,-999.000
     316N138_7,  P14C,     6,  1,     29,     29,2,19920901,2339,-34.4650, 175.2450, -999,   1078.4,   5.2691,  34.4932,2,  34.4950,2,    180.0,2,    181.1,2,    44.62,2,    29.51,2,     0.00,2,     2.04,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  5.1765,-999.000
     316N138_7,  P14C,     6,  1,     30,     30,2,19920901,2339,-34.4650, 175.2450, -999,   1208.5,   4.5195,  34.5023,2,  34.5112,4,    175.5,2,    174.8,2,    58.09,2,    31.19,2,     0.00,2,     2.17,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.4215,-999.000
     316N138_7,  P14C,     6,  1,     31,     31,2,19920901,2339,-34.4650, 175.2450, -999,   1308.5,   4.1695,  34.5235,2,  34.5224,2,    171.6,2,    170.5,2,    66.46,2,    31.75,2,     0.00,2,     2.18,2,    0.080,2,    0.045,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  4.0657,-999.000
     316N138_7,  P14C,     6,  1,     32,     32,2,19920901,2339,-34.4650, 175.2450, -999,   1409.3,   3.8003,  34.5434,2,  34.5419,2,    167.1,2,    166.6,2,    74.64,2,    32.44,2,     0.00,2,     2.28,2,    0.058,2,    0.035,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.6914,-999.000
     316N138_7,  P14C,     6,  1,     33,     33,2,19920901,2339,-34.4650, 175.2450, -999,   1509.7,   3.4520,  34.5697,2,  34.5679,2,    162.1,2,    162.6,2,    84.27,2,    32.95,2,     0.00,2,     2.30,2,    0.053,2,    0.029,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.3382,-999.000
     316N138_7,  P14C,     6,  1,     34,     34,2,19920901,2339,-34.4650, 175.2450, -999,   1610.1,   3.1704,  34.5861,2,  34.5839,2,    158.8,2,    160.9,2,    90.83,2,    33.46,2,     0.00,2,     2.36,2,    0.040,2,    0.018,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  3.0512,-999.000
     316N138_7,  P14C,     6,  1,     35,     35,2,19920901,2339,-34.4650, 175.2450, -999,   1709.5,   2.7228,  34.6130,2,  34.6105,2,    157.7,2,    157.8,2,   101.37,2,    33.89,2,     0.00,2,     2.41,2,    0.020,2,    0.016,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.6007,-999.000
     316N138_7,  P14C,     6,  1,     36,     36,2,19920901,2339,-34.4650, 175.2450, -999,   1825.7,   2.4862,  34.6297,2,  34.6333,2,    156.3,2,    156.6,2,   108.00,2,    34.31,2,     0.00,2,     2.41,2,    0.014,2,    0.007,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000,  2.3574,-999.000
     316N138_7,  P14C,     7,  2,     13,     13,2,19920902,0542,-34.1333, 175.3017, -999,      2.5,  15.5105,  35.4606,2,  35.4646,2,    246.0,2,    240.6,2,     2.85,2,     3.57,2,     0.24,2,     0.40,2, -999.000,9, -999.000,9, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.5101,-999.000
     316N138_7,  P14C,     7,  2,     14,     14,2,19920902,0542,-34.1333, 175.3017, -999,     15.6,  15.5145,  35.4607,2,  35.4784,2,    243.8,2,    240.9,2,     2.82,2,     3.56,2,     0.24,2,     0.41,2,    2.572,6,    1.355,6, -999.000,9,   1.8250,2,    -1.40,2,   -999.0,9,  -999.00,9,   7.412,2,  -999.0,  0.0070,   0.110,   0.037, 15.5121,-999.000
     316N138_7,  P14C,     7,  2,     15,     15,2,19920902,0542,-34.1333, 175.3017, -999,     54.9,  15.5015,  35.4600,2,  35.4674,2,    236.3,2,    240.8,2,     2.79,2,     3.56,2,     0.24,2,     0.40,2,    2.577,2,    1.354,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.4930,-999.000
     316N138_7,  P14C,     7,  2,     16,     16,2,19920902,0542,-34.1333, 175.3017, -999,    103.8,  15.4575,  35.4881,2,  35.4942,2,    238.2,2,    240.0,2,     2.76,2,     3.23,2,     0.28,2,     0.38,2,    2.599,2,    1.350,2,    0.727,2,   1.8160,2,    -1.45,2,   -999.0,9,  -999.00,9,   7.486,2,  -999.0,  0.0070,   0.110,   0.037, 15.4414,   0.007
     316N138_7,  P14C,     7,  2,     17,     17,2,19920902,0542,-34.1333, 175.3017, -999,    150.0,  15.3865,  35.4711,2,  35.4714,2,    239.3,2,    236.5,2,     2.73,2,     3.75,2,     0.26,2,     0.40,2,    2.545,2,    1.331,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 15.3633,-999.000
     316N138_7,  P14C,     7,  2,     18,     18,2,19920902,0542,-34.1333, 175.3017, -999,    200.3,  15.0216,  35.4339,2,  35.4405,2,    230.2,2,    233.3,2,     2.91,2,     4.49,2,     0.20,2,     0.45,2,    2.572,2,    1.341,2,    0.758,2,   1.8260,2,    -1.22,2,   -999.0,9,  -999.00,9,   7.550,2,  -999.0,  0.0070,   0.110,   0.038, 14.9911,   0.007
     316N138_7,  P14C,     7,  2,     19,     19,2,19920902,0542,-34.1333, 175.3017, -999,    250.6,  14.5046,  35.3496,2,  35.3657,2,    210.5,2,    220.4,2,     3.50,2,     6.63,2,     0.05,2,     0.58,2,    2.391,2,    1.251,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 14.4674,-999.000
     316N138_7,  P14C,     7,  2,     20,     20,2,19920902,0542,-34.1333, 175.3017, -999,    297.3,  13.6068,  35.2272,2,  35.2352,2,    199.1,2,    204.3,2,     4.69,2,     9.63,2,     0.02,2,     0.76,2,    2.180,2,    1.124,2,    0.558,2,   1.8390,2,    -0.28,2,   -999.0,9,  -999.00,9,   7.689,2,  -999.0,  0.0080,   0.110,   0.038, 13.5644,   0.006
     316N138_7,  P14C,     7,  2,     21,     21,2,19920902,0542,-34.1333, 175.3017, -999,    342.7,  13.0429,  35.1547,2,  35.1589,2,    197.4,2,    196.5,2,     5.48,2,    11.80,2,     0.01,2,     0.90,2,    1.937,2,    0.992,2, -999.000,9,-999.0000,9,  -999.00,9,   -999.0,9,  -999.00,9,-999.000,9,  -999.0,-999.0000,-999.000,-999.000, 12.9954,-999.000
     316N138_7,  P14C,     7,  2,     22,     22,2,19920902,0542,-34.1333, 175.3017, -999,    385.6,  12.4391,  35.0769,2,  35.0826,2,    192.5,2,    192.1,2,     6.48,2,    13.62,2,     0.01,2,     1.01,2,    1.651,2,    0.851,2, -999.000,9,   1.8470,2,     0.42,2,   -999.0,9,  -999.00,9,   7.732,2,  -999.0,  0.0080,   0.110,   0.039, 12.3872,-999.000
     316N138_7,  P14C,     7,  2,     23,     23,2,19920902,0542,-34.1333, 175.3017, -999,    473.3,  10.9325,  34.9077,2,  34.9843,4,    191.6,2,    192.1,2,     8.70,2,    16.71,2,     0.01,2,     1.20,2,    1.392,2,    0.698,2, -999.000,9,   1.8660,2,     1.02,2,   -999.0,9,  -999.00,9,   7.868,2,  -999.0,  0.0080,   0.110,   0.039, 10.8737,-999.000
     316N138_7,  P14C,     7,  2,     24,     24,2,19920902,0542,-34.1333, 175.3017, -999,    562.8,   9.6620,  34.7705,2,  34.7700,2,    191.2,2,    192.5,2,    11.33,2,    19.60,2,     0.00,2,     1.38,2,    1.121,2,    0.575,2,    0.304,2,   1.8770,2,     1.30,2,   -999.0,9,  -999.00,9,   7.946,2,  -999.0,  0.0080,   0.110,   0.040,  9.5970,   0.004
     316N138_7,  P14C,     7,  2,     25,     25,2,19920902,0542,-34.1333, 175.3017, -999,    652.3,   8.4875,  34.6466,2,  34.6448,2,    194.9,2,    195.0,2,    14.98,2,    22.02,2,     0.00,2,     1.54,2,    0.852,2,    0.441,2,    0.216,2,   1.8790,2,     1.77,2,   -999.0,9,  -999.00,9,   8.004,2,  -999.0,  0.0080,   0.110,   0.040,  8.4175,   0.004
     316N138_7,  P14C,     7,  2,     26,     26,2,19920902,0542,-34.1333, 175.3017, -999,    744.9,   7.7048,  34.5877,2,  34.5891,2,    191.3,2,    192.2,2,    19.24,2,    23.97,2,     0.00,2,     1.67,2,    0.611,2,    0.315,2,    0.167,2,   1.8360,2,     2.65,2,   -999.0,9,  -999.00,9,   7.850,2,  -999.0,  0.0080,   0.110,   0.039,  7.6289,   0.004
     316N138_7,  P14C,     7,  2,     27,     27,2,19920902,0542,-34.1333, 175.3017, -999,    840.4,   6.6244,  34.4955,2,  34.4922,2,    193.4,2,    195.4,2,    24.93,2,    26.18,2,     0.00,2,     1.82,2,    0.380,2,    0.199,2,    0.104,2,   1.9180,2,     3.38,2,   -999.0,9,  -999.00,9,   8.199,2,  -999.0,  0.0080,   0.110,   0.041,  6.5450,   0.003
     316N138_7,  P14C,     7,  2,     28,     28,2,19920902,0542,-34.1333, 175.3017, -999,    929.5,   6.0227,  34.4901,2,  34.4908,2,    186.7,2,    188.5,2,    33.48,2,    27.76,2,     0.00,2,     1.93,2,    0.266,2,    0.148,2,    0.085,2,   1.8950,2,     4.95,2,   -999.0,9,  -999.00,9,   8.037,2,  -999.0,  0.0080,   0.110,   0.040,  5.9385,   0.002
